timestamp_iso,timestamp_ms,session_id,test_id,state,state_name,fault_flags_hex,fault_list,estop,arm,mode_air,mode_water,charge,discharge,v_alt_V,i_load_A,power_alt_W,i_pump_A,i_comp_A,power_pump_W,power_comp_W,p1_vessel_psi,p2_motor_psi,p_hydro_mbar,temp_water_C,depth_cm,rpm_alt,rpm_water,water_valve_cmd_pct,water_valve_fb_pct,air_pulse_hz,compressor_on,pump_on,air_arm_open,water_valve_open,air_pulsing,v_setpoint_V,energy_alt_J,energy_pump_J,energy_comp_J,energy_input_J,eta_round_trip_pct,dp1_dt_psi_per_s
2026-06-05T00:48:29.171+00:00,207,996060cc-1738-4269-9a35-58ffa0c7dd73,,10,FAULT,0x0400,SELFTEST,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.93,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-05T00:48:29.295+00:00,330,996060cc-1738-4269-9a35-58ffa0c7dd73,,10,FAULT,0x0440,I2C_TIMEOUT|SELFTEST,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.69,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,-1.95
2026-06-05T00:48:31.642+00:00,2675,996060cc-1738-4269-9a35-58ffa0c7dd73,,10,FAULT,0x0440,I2C_TIMEOUT|SELFTEST,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,3.9
2026-06-05T00:48:31.768+00:00,2799,996060cc-1738-4269-9a35-58ffa0c7dd73,,10,FAULT,0x0440,I2C_TIMEOUT|SELFTEST,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.17,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-05T00:48:31.891+00:00,2922,996060cc-1738-4269-9a35-58ffa0c7dd73,,10,FAULT,0x0440,I2C_TIMEOUT|SELFTEST,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.69,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,-3.9
2026-06-05T00:48:32.014+00:00,3046,996060cc-1738-4269-9a35-58ffa0c7dd73,,10,FAULT,0x0440,I2C_TIMEOUT|SELFTEST,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.69,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-05T00:48:32.137+00:00,3169,996060cc-1738-4269-9a35-58ffa0c7dd73,,10,FAULT,0x0440,I2C_TIMEOUT|SELFTEST,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.69,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-05T00:48:32.260+00:00,3293,996060cc-1738-4269-9a35-58ffa0c7dd73,,10,FAULT,0x0440,I2C_TIMEOUT|SELFTEST,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,11.77
2026-06-05T00:48:32.386+00:00,3416,996060cc-1738-4269-9a35-58ffa0c7dd73,,10,FAULT,0x0440,I2C_TIMEOUT|SELFTEST,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.69,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,-11.87
2026-06-05T00:48:32.510+00:00,3539,996060cc-1738-4269-9a35-58ffa0c7dd73,,10,FAULT,0x0440,I2C_TIMEOUT|SELFTEST,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.93,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,1.95
2026-06-05T00:48:32.633+00:00,3663,996060cc-1738-4269-9a35-58ffa0c7dd73,,10,FAULT,0x0440,I2C_TIMEOUT|SELFTEST,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.17,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,1.94
2026-06-05T00:48:32.756+00:00,3786,996060cc-1738-4269-9a35-58ffa0c7dd73,,10,FAULT,0x0440,I2C_TIMEOUT|SELFTEST,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,10.0
